antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'diapers', 'bread', 'pasta'})",frozenset({'milk'}),0.25,0.725,0.225,0.9,1.2413793103448276,1.0,0.04375000000000001,2.750000000000001,0.2592592592592593,0.3,0.6363636363636365,0.6051724137931035
"frozenset({'beer', 'diapers', 'soda', 'bread'})",frozenset({'milk'}),0.25,0.725,0.225,0.9,1.2413793103448276,1.0,0.04375000000000001,2.750000000000001,0.2592592592592593,0.3,0.6363636363636365,0.6051724137931035
"frozenset({'apple', 'bread'})",frozenset({'milk'}),0.25,0.725,0.225,0.9,1.2413793103448276,1.0,0.04375000000000001,2.750000000000001,0.2592592592592593,0.3,0.6363636363636365,0.6051724137931035
"frozenset({'beer', 'pasta'})",frozenset({'milk'}),0.25,0.725,0.225,0.9,1.2413793103448276,1.0,0.04375000000000001,2.750000000000001,0.2592592592592593,0.3,0.6363636363636365,0.6051724137931035
"frozenset({'diapers', 'beer', 'pasta'})",frozenset({'milk'}),0.25,0.725,0.225,0.9,1.2413793103448276,1.0,0.04375000000000001,2.750000000000001,0.2592592592592593,0.3,0.6363636363636365,0.6051724137931035
"frozenset({'beer', 'cereal', 'bread'})",frozenset({'milk'}),0.25,0.725,0.225,0.9,1.2413793103448276,1.0,0.04375000000000001,2.750000000000001,0.2592592592592593,0.3,0.6363636363636365,0.6051724137931035
frozenset({'milk'}),"frozenset({'beer', 'diapers', 'bread'})",0.725,0.475,0.425,0.5862068965517241,1.234119782214156,1.0,0.080625,1.2687499999999998,0.6898395721925134,0.5483870967741936,0.2118226600985221,0.7404718693284936
"frozenset({'beer', 'diapers', 'bread'})",frozenset({'milk'}),0.475,0.725,0.425,0.8947368421052632,1.234119782214156,1.0,0.080625,2.6125000000000003,0.3613445378151261,0.5483870967741936,0.6172248803827751,0.7404718693284936
"frozenset({'soda', 'chips', 'bread', 'diapers', 'beer'})",frozenset({'milk'}),0.225,0.725,0.2,0.888888888888889,1.2260536398467434,1.0,0.03687500000000002,2.4750000000000014,0.2379032258064517,0.26666666666666666,0.5959595959595962,0.5823754789272031
"frozenset({'beer', 'bread', 'pasta'})",frozenset({'milk'}),0.225,0.725,0.2,0.888888888888889,1.2260536398467434,1.0,0.03687500000000002,2.4750000000000014,0.2379032258064517,0.26666666666666666,0.5959595959595962,0.5823754789272031
"frozenset({'beer', 'diapers', 'bread', 'pasta'})",frozenset({'milk'}),0.225,0.725,0.2,0.888888888888889,1.2260536398467434,1.0,0.03687500000000002,2.4750000000000014,0.2379032258064517,0.26666666666666666,0.5959595959595962,0.5823754789272031
"frozenset({'eggs', 'beer'})",frozenset({'milk'}),0.225,0.725,0.2,0.888888888888889,1.2260536398467434,1.0,0.03687500000000002,2.4750000000000014,0.2379032258064517,0.26666666666666666,0.5959595959595962,0.5823754789272031
"frozenset({'soda', 'chips', 'beer'})","frozenset({'milk', 'bread'})",0.35,0.7,0.3,0.8571428571428572,1.2244897959183676,1.0,0.05500000000000002,2.1000000000000014,0.28205128205128216,0.4000000000000001,0.5238095238095241,0.6428571428571429
"frozenset({'soda', 'chips', 'beer'})","frozenset({'diapers', 'milk'})",0.35,0.525,0.225,0.6428571428571429,1.2244897959183674,1.0,0.04125000000000001,1.33,0.28205128205128205,0.34615384615384615,0.24812030075187977,0.5357142857142857
"frozenset({'soda', 'chips', 'bread'})","frozenset({'diapers', 'milk'})",0.35,0.525,0.225,0.6428571428571429,1.2244897959183674,1.0,0.04125000000000001,1.33,0.28205128205128205,0.34615384615384615,0.24812030075187977,0.5357142857142857
frozenset({'coffee'}),"frozenset({'diapers', 'beer'})",0.275,0.6,0.2,0.7272727272727273,1.2121212121212122,1.0,0.035,1.4666666666666668,0.24137931034482762,0.2962962962962963,0.3181818181818183,0.5303030303030303
"frozenset({'milk', 'bread', 'pasta'})","frozenset({'diapers', 'beer'})",0.275,0.6,0.2,0.7272727272727273,1.2121212121212122,1.0,0.035,1.4666666666666668,0.24137931034482762,0.2962962962962963,0.3181818181818183,0.5303030303030303
frozenset({'coffee'}),"frozenset({'milk', 'beer'})",0.275,0.6,0.2,0.7272727272727273,1.2121212121212122,1.0,0.035,1.4666666666666668,0.24137931034482762,0.2962962962962963,0.3181818181818183,0.5303030303030303
frozenset({'eggs'}),"frozenset({'milk', 'beer'})",0.275,0.6,0.2,0.7272727272727273,1.2121212121212122,1.0,0.035,1.4666666666666668,0.24137931034482762,0.2962962962962963,0.3181818181818183,0.5303030303030303
"frozenset({'cereal', 'beer'})",frozenset({'chips'}),0.3,0.55,0.2,0.6666666666666667,1.2121212121212122,1.0,0.035,1.35,0.25000000000000006,0.30769230769230765,0.25925925925925936,0.5151515151515151
"frozenset({'cereal', 'milk'})","frozenset({'beer', 'bread'})",0.275,0.675,0.225,0.8181818181818181,1.212121212121212,1.0,0.039374999999999966,1.7874999999999992,0.24137931034482737,0.31034482758620685,0.4405594405594403,0.5757575757575757
"frozenset({'diapers', 'pasta'})","frozenset({'beer', 'bread'})",0.275,0.675,0.225,0.8181818181818181,1.212121212121212,1.0,0.039374999999999966,1.7874999999999992,0.24137931034482737,0.31034482758620685,0.4405594405594403,0.5757575757575757
frozenset({'rice'}),"frozenset({'beer', 'bread'})",0.275,0.675,0.225,0.8181818181818181,1.212121212121212,1.0,0.039374999999999966,1.7874999999999992,0.24137931034482737,0.31034482758620685,0.4405594405594403,0.5757575757575757
"frozenset({'diapers', 'chips', 'milk'})","frozenset({'beer', 'bread'})",0.275,0.675,0.225,0.8181818181818181,1.212121212121212,1.0,0.039374999999999966,1.7874999999999992,0.24137931034482737,0.31034482758620685,0.4405594405594403,0.5757575757575757
"frozenset({'milk', 'chips'})","frozenset({'diapers', 'bread'})",0.375,0.55,0.25,0.6666666666666666,1.212121212121212,1.0,0.04374999999999998,1.3499999999999996,0.2799999999999999,0.37037037037037035,0.2592592592592591,0.5606060606060606
"frozenset({'soda', 'chips'})",frozenset({'milk'}),0.4,0.725,0.35,0.8749999999999999,1.206896551724138,1.0,0.06,2.1999999999999984,0.2857142857142857,0.4516129032258064,0.5454545454545451,0.6788793103448275
frozenset({'bread'}),frozenset({'milk'}),0.8,0.725,0.7,0.8749999999999999,1.206896551724138,1.0,0.12,2.1999999999999984,0.8571428571428573,0.8484848484848485,0.5454545454545451,0.920258620689655
"frozenset({'chips', 'bread'})",frozenset({'milk'}),0.4,0.725,0.35,0.8749999999999999,1.206896551724138,1.0,0.06,2.1999999999999984,0.2857142857142857,0.4516129032258064,0.5454545454545451,0.6788793103448275
frozenset({'milk'}),frozenset({'bread'}),0.725,0.8,0.7,0.9655172413793103,1.2068965517241377,1.0,0.12,5.799999999999987,0.6233766233766234,0.8484848484848485,0.8275862068965514,0.920258620689655
frozenset({'cereal'}),"frozenset({'beer', 'milk', 'bread'})",0.325,0.575,0.225,0.6923076923076923,1.2040133779264215,1.0,0.03812500000000002,1.38125,0.2510288065843623,0.33333333333333337,0.27601809954751133,0.5418060200668896
"frozenset({'milk', 'beer'})","frozenset({'soda', 'bread'})",0.6,0.45,0.325,0.5416666666666667,1.203703703703704,1.0,0.05499999999999999,1.2000000000000004,0.423076923076923,0.44827586206896547,0.16666666666666677,0.6319444444444444
"frozenset({'soda', 'chips'})","frozenset({'beer', 'bread'})",0.4,0.675,0.325,0.8125,1.2037037037037037,1.0,0.05499999999999999,1.7333333333333332,0.282051282051282,0.43333333333333324,0.423076923076923,0.6469907407407407
"frozenset({'soda', 'milk'})","frozenset({'beer', 'bread'})",0.4,0.675,0.325,0.8125,1.2037037037037037,1.0,0.05499999999999999,1.7333333333333332,0.282051282051282,0.43333333333333324,0.423076923076923,0.6469907407407407
"frozenset({'soda', 'bread'})","frozenset({'milk', 'beer'})",0.45,0.6,0.325,0.7222222222222222,1.2037037037037037,1.0,0.05499999999999999,1.44,0.3076923076923076,0.44827586206896547,0.3055555555555556,0.6319444444444444
"frozenset({'soda', 'chips', 'milk'})","frozenset({'beer', 'diapers', 'bread'})",0.35,0.475,0.2,0.5714285714285715,1.2030075187969926,1.0,0.03375000000000003,1.2250000000000003,0.25961538461538486,0.32,0.18367346938775528,0.4962406015037595
"frozenset({'diapers', 'milk'})","frozenset({'beer', 'bread'})",0.525,0.675,0.425,0.8095238095238094,1.1992945326278657,1.0,0.07062499999999994,1.706249999999999,0.3498452012383898,0.5483870967741934,0.4139194139194135,0.7195767195767195
"frozenset({'beer', 'bread'})","frozenset({'diapers', 'milk'})",0.675,0.525,0.425,0.6296296296296295,1.1992945326278657,1.0,0.07062499999999994,1.2824999999999995,0.5113122171945698,0.5483870967741934,0.22027290448343056,0.7195767195767195
frozenset({'bread'}),"frozenset({'milk', 'beer'})",0.8,0.6,0.575,0.7187499999999999,1.1979166666666665,1.0,0.09499999999999997,1.4222222222222218,0.8260869565217391,0.6969696969696969,0.2968749999999998,0.8385416666666665
"frozenset({'milk', 'beer'})",frozenset({'bread'}),0.6,0.8,0.575,0.9583333333333333,1.1979166666666665,1.0,0.09499999999999997,4.79999999999999,0.41304347826086946,0.6969696969696969,0.7916666666666663,0.8385416666666665
"frozenset({'beer', 'chips', 'bread'})",frozenset({'milk'}),0.375,0.725,0.325,0.8666666666666667,1.1954022988505748,1.0,0.05312500000000003,2.0625000000000004,0.2615384615384617,0.4193548387096774,0.5151515151515152,0.6574712643678161
"frozenset({'milk', 'pasta'})",frozenset({'diapers'}),0.3,0.7,0.25,0.8333333333333334,1.1904761904761907,1.0,0.04000000000000001,1.8000000000000007,0.22857142857142862,0.3333333333333333,0.44444444444444464,0.5952380952380952
"frozenset({'bread', 'pasta'})",frozenset({'diapers'}),0.3,0.7,0.25,0.8333333333333334,1.1904761904761907,1.0,0.04000000000000001,1.8000000000000007,0.22857142857142862,0.3333333333333333,0.44444444444444464,0.5952380952380952
"frozenset({'chips', 'bread'})","frozenset({'diapers', 'milk'})",0.4,0.525,0.25,0.625,1.1904761904761905,1.0,0.03999999999999998,1.2666666666666666,0.26666666666666655,0.37037037037037035,0.21052631578947364,0.5505952380952381
"frozenset({'soda', 'chips'})","frozenset({'diapers', 'milk'})",0.4,0.525,0.25,0.625,1.1904761904761905,1.0,0.03999999999999998,1.2666666666666666,0.26666666666666655,0.37037037037037035,0.21052631578947364,0.5505952380952381
frozenset({'pasta'}),"frozenset({'diapers', 'beer'})",0.35,0.6,0.25,0.7142857142857143,1.1904761904761905,1.0,0.04000000000000001,1.4000000000000001,0.2461538461538462,0.35714285714285715,0.2857142857142858,0.5654761904761905
frozenset({'bread'}),"frozenset({'diapers', 'milk'})",0.8,0.525,0.5,0.625,1.1904761904761905,1.0,0.07999999999999996,1.2666666666666666,0.7999999999999998,0.606060606060606,0.21052631578947364,0.7886904761904762
"frozenset({'diapers', 'milk'})",frozenset({'bread'}),0.525,0.8,0.5,0.9523809523809523,1.1904761904761902,1.0,0.07999999999999996,4.199999999999995,0.3368421052631577,0.606060606060606,0.7619047619047616,0.7886904761904762
"frozenset({'milk', 'banana'})","frozenset({'bread', 'beer'})",0.25,0.675,0.2,0.8,1.1851851851851851,1.0,0.03125,1.6250000000000002,0.20833333333333331,0.27586206896551724,0.3846153846153847,0.5481481481481482
"frozenset({'diapers', 'milk', 'pasta'})","frozenset({'beer', 'bread'})",0.25,0.675,0.2,0.8,1.1851851851851851,1.0,0.03125,1.6250000000000002,0.20833333333333331,0.27586206896551724,0.3846153846153847,0.5481481481481482
"frozenset({'diapers', 'soda', 'chips', 'milk'})","frozenset({'beer', 'bread'})",0.25,0.675,0.2,0.8,1.1851851851851851,1.0,0.03125,1.6250000000000002,0.20833333333333331,0.27586206896551724,0.3846153846153847,0.5481481481481482
"frozenset({'soda', 'chips'})","frozenset({'beer', 'diapers', 'bread'})",0.4,0.475,0.225,0.5625,1.1842105263157896,1.0,0.035,1.2,0.25925925925925924,0.34615384615384615,0.1666666666666667,0.518092105263158
"frozenset({'soda', 'milk'})","frozenset({'beer', 'diapers', 'bread'})",0.4,0.475,0.225,0.5625,1.1842105263157896,1.0,0.035,1.2,0.25925925925925924,0.34615384615384615,0.1666666666666667,0.518092105263158
frozenset({'pasta'}),frozenset({'milk'}),0.35,0.725,0.3,0.8571428571428572,1.1822660098522169,1.0,0.04625000000000001,1.925000000000001,0.23717948717948725,0.38709677419354843,0.4805194805194808,0.6354679802955665
frozenset({'bread'}),"frozenset({'diapers', 'milk', 'beer'})",0.8,0.45,0.425,0.53125,1.1805555555555556,1.0,0.06499999999999995,1.1733333333333333,0.7647058823529408,0.5151515151515151,0.1477272727272727,0.7378472222222222
"frozenset({'diapers', 'milk', 'beer'})",frozenset({'bread'}),0.45,0.8,0.425,0.9444444444444444,1.1805555555555554,1.0,0.06499999999999995,3.5999999999999974,0.2780748663101602,0.5151515151515151,0.722222222222222,0.7378472222222222
"frozenset({'soda', 'chips'})","frozenset({'beer', 'diapers', 'milk', 'bread'})",0.4,0.425,0.2,0.5,1.1764705882352942,1.0,0.03,1.15,0.25,0.32,0.13043478260869568,0.4852941176470589
"frozenset({'beer', 'bread'})",frozenset({'milk'}),0.675,0.725,0.575,0.8518518518518517,1.1749680715197957,1.0,0.08562499999999995,1.8562499999999988,0.45819397993311023,0.6969696969696969,0.46127946127946096,0.8224776500638569
frozenset({'milk'}),"frozenset({'beer', 'bread'})",0.725,0.675,0.575,0.793103448275862,1.1749680715197954,1.0,0.08562499999999995,1.5708333333333324,0.5415019762845847,0.6969696969696969,0.3633952254641907,0.8224776500638569
"frozenset({'beer', 'soda', 'chips', 'bread'})","frozenset({'diapers', 'milk'})",0.325,0.525,0.2,0.6153846153846154,1.1721611721611722,1.0,0.029374999999999984,1.235,0.21759259259259248,0.30769230769230765,0.19028340080971665,0.4981684981684982
frozenset({'cereal'}),frozenset({'soda'}),0.325,0.525,0.2,0.6153846153846154,1.1721611721611722,1.0,0.029374999999999984,1.235,0.21759259259259248,0.30769230769230765,0.19028340080971665,0.4981684981684982
frozenset({'cereal'}),"frozenset({'diapers', 'milk'})",0.325,0.525,0.2,0.6153846153846154,1.1721611721611722,1.0,0.029374999999999984,1.235,0.21759259259259248,0.30769230769230765,0.19028340080971665,0.4981684981684982
frozenset({'apple'}),frozenset({'soda'}),0.325,0.525,0.2,0.6153846153846154,1.1721611721611722,1.0,0.029374999999999984,1.235,0.21759259259259248,0.30769230769230765,0.19028340080971665,0.4981684981684982
"frozenset({'chips', 'bread'})",frozenset({'beer'}),0.4,0.8,0.375,0.9375,1.171875,1.0,0.05499999999999994,3.1999999999999993,0.2444444444444442,0.4545454545454545,0.6874999999999999,0.703125
"frozenset({'soda', 'milk'})",frozenset({'bread'}),0.4,0.8,0.375,0.9375,1.171875,1.0,0.05499999999999994,3.1999999999999993,0.2444444444444442,0.4545454545454545,0.6874999999999999,0.703125
"frozenset({'milk', 'bread', 'pasta'})",frozenset({'diapers'}),0.275,0.7,0.225,0.8181818181818181,1.1688311688311688,1.0,0.0325,1.6499999999999997,0.1992337164750958,0.3,0.3939393939393938,0.5698051948051948
"frozenset({'soda', 'milk', 'beer'})","frozenset({'diapers', 'bread'})",0.35,0.55,0.225,0.6428571428571429,1.1688311688311688,1.0,0.0325,1.26,0.2222222222222222,0.3333333333333333,0.20634920634920637,0.525974025974026
"frozenset({'beer', 'chips', 'milk'})","frozenset({'diapers', 'bread'})",0.35,0.55,0.225,0.6428571428571429,1.1688311688311688,1.0,0.0325,1.26,0.2222222222222222,0.3333333333333333,0.20634920634920637,0.525974025974026
"frozenset({'soda', 'chips', 'beer'})","frozenset({'diapers', 'bread'})",0.35,0.55,0.225,0.6428571428571429,1.1688311688311688,1.0,0.0325,1.26,0.2222222222222222,0.3333333333333333,0.20634920634920637,0.525974025974026
"frozenset({'soda', 'chips', 'milk'})","frozenset({'diapers', 'bread'})",0.35,0.55,0.225,0.6428571428571429,1.1688311688311688,1.0,0.0325,1.26,0.2222222222222222,0.3333333333333333,0.20634920634920637,0.525974025974026
"frozenset({'diapers', 'pasta'})","frozenset({'milk', 'bread'})",0.275,0.7,0.225,0.8181818181818181,1.1688311688311688,1.0,0.0325,1.6499999999999997,0.1992337164750958,0.3,0.3939393939393938,0.5698051948051948
frozenset({'eggs'}),"frozenset({'milk', 'bread'})",0.275,0.7,0.225,0.8181818181818181,1.1688311688311688,1.0,0.0325,1.6499999999999997,0.1992337164750958,0.3,0.3939393939393938,0.5698051948051948
frozenset({'cereal'}),frozenset({'milk'}),0.325,0.725,0.275,0.8461538461538461,1.16710875331565,1.0,0.03937500000000002,1.7875,0.21212121212121218,0.3548387096774194,0.4405594405594406,0.6127320954907162
"frozenset({'milk', 'chips'})",frozenset({'bread'}),0.375,0.8,0.35,0.9333333333333332,1.1666666666666665,1.0,0.04999999999999993,2.999999999999995,0.22857142857142826,0.4242424242424242,0.6666666666666661,0.6854166666666666
"frozenset({'milk', 'chips'})",frozenset({'beer'}),0.375,0.8,0.35,0.9333333333333332,1.1666666666666665,1.0,0.04999999999999993,2.999999999999995,0.22857142857142826,0.4242424242424242,0.6666666666666661,0.6854166666666666
"frozenset({'soda', 'bread'})","frozenset({'diapers', 'milk'})",0.45,0.525,0.275,0.6111111111111112,1.164021164021164,1.0,0.03875000000000001,1.2214285714285715,0.256198347107438,0.39285714285714285,0.1812865497076024,0.5674603174603174
"frozenset({'diapers', 'milk'})","frozenset({'soda', 'bread'})",0.525,0.45,0.275,0.5238095238095238,1.164021164021164,1.0,0.03875000000000001,1.1550000000000002,0.29665071770334933,0.39285714285714285,0.1341991341991342,0.5674603174603174
"frozenset({'soda', 'milk', 'chips'})",frozenset({'beer'}),0.35,0.8,0.325,0.9285714285714287,1.1607142857142858,1.0,0.04500000000000004,2.800000000000005,0.2130177514792901,0.393939393939394,0.6428571428571435,0.6674107142857144
"frozenset({'soda', 'chips'})","frozenset({'milk', 'bread'})",0.4,0.7,0.325,0.8125,1.1607142857142858,1.0,0.04500000000000004,1.6000000000000003,0.23076923076923098,0.4193548387096774,0.3750000000000001,0.6383928571428572
"frozenset({'soda', 'chips', 'beer'})",frozenset({'bread'}),0.35,0.8,0.325,0.9285714285714287,1.1607142857142858,1.0,0.04500000000000004,2.800000000000005,0.2130177514792901,0.393939393939394,0.6428571428571435,0.6674107142857144
"frozenset({'soda', 'milk', 'chips'})",frozenset({'bread'}),0.35,0.8,0.325,0.9285714285714287,1.1607142857142858,1.0,0.04500000000000004,2.800000000000005,0.2130177514792901,0.393939393939394,0.6428571428571435,0.6674107142857144
"frozenset({'soda', 'milk', 'beer'})",frozenset({'bread'}),0.35,0.8,0.325,0.9285714285714287,1.1607142857142858,1.0,0.04500000000000004,2.800000000000005,0.2130177514792901,0.393939393939394,0.6428571428571435,0.6674107142857144
"frozenset({'milk', 'bread', 'chips'})",frozenset({'beer'}),0.35,0.8,0.325,0.9285714285714287,1.1607142857142858,1.0,0.04500000000000004,2.800000000000005,0.2130177514792901,0.393939393939394,0.6428571428571435,0.6674107142857144
"frozenset({'soda', 'chips', 'bread'})",frozenset({'beer'}),0.35,0.8,0.325,0.9285714285714287,1.1607142857142858,1.0,0.04500000000000004,2.800000000000005,0.2130177514792901,0.393939393939394,0.6428571428571435,0.6674107142857144
"frozenset({'milk', 'beer', 'chips'})",frozenset({'bread'}),0.35,0.8,0.325,0.9285714285714287,1.1607142857142858,1.0,0.04500000000000004,2.800000000000005,0.2130177514792901,0.393939393939394,0.6428571428571435,0.6674107142857144
"frozenset({'diapers', 'soda', 'chips'})","frozenset({'beer', 'milk', 'bread'})",0.3,0.575,0.2,0.6666666666666667,1.1594202898550727,1.0,0.027500000000000024,1.2750000000000004,0.19642857142857162,0.2962962962962963,0.21568627450980418,0.5072463768115942
frozenset({'banana'}),"frozenset({'milk', 'beer'})",0.325,0.6,0.225,0.6923076923076923,1.153846153846154,1.0,0.03,1.3,0.19753086419753085,0.3214285714285714,0.23076923076923078,0.5336538461538461
frozenset({'cereal'}),"frozenset({'diapers', 'beer'})",0.325,0.6,0.225,0.6923076923076923,1.153846153846154,1.0,0.03,1.3,0.19753086419753085,0.3214285714285714,0.23076923076923078,0.5336538461538461
frozenset({'cereal'}),frozenset({'beer'}),0.325,0.8,0.3,0.923076923076923,1.1538461538461537,1.0,0.03999999999999998,2.5999999999999974,0.19753086419753074,0.36363636363636365,0.615384615384615,0.6490384615384615
"frozenset({'beer', 'soda', 'chips', 'milk'})",frozenset({'bread'}),0.325,0.8,0.3,0.923076923076923,1.1538461538461537,1.0,0.03999999999999998,2.5999999999999974,0.19753086419753074,0.36363636363636365,0.615384615384615,0.6490384615384615
"frozenset({'milk', 'soda', 'chips', 'bread'})",frozenset({'beer'}),0.325,0.8,0.3,0.923076923076923,1.1538461538461537,1.0,0.03999999999999998,2.5999999999999974,0.19753086419753074,0.36363636363636365,0.615384615384615,0.6490384615384615
"frozenset({'diapers', 'chips', 'bread'})",frozenset({'milk'}),0.3,0.725,0.25,0.8333333333333334,1.149425287356322,1.0,0.0325,1.6500000000000006,0.18571428571428572,0.32258064516129037,0.39393939393939414,0.5890804597701149
"frozenset({'diapers', 'soda', 'chips'})",frozenset({'milk'}),0.3,0.725,0.25,0.8333333333333334,1.149425287356322,1.0,0.0325,1.6500000000000006,0.18571428571428572,0.32258064516129037,0.39393939393939414,0.5890804597701149
"frozenset({'cereal', 'beer'})",frozenset({'milk'}),0.3,0.725,0.25,0.8333333333333334,1.149425287356322,1.0,0.0325,1.6500000000000006,0.18571428571428572,0.32258064516129037,0.39393939393939414,0.5890804597701149
frozenset({'milk'}),"frozenset({'soda', 'bread'})",0.725,0.45,0.375,0.5172413793103449,1.149425287356322,1.0,0.048750000000000016,1.1392857142857145,0.47272727272727283,0.46875,0.12225705329153608,0.6752873563218391
"frozenset({'diapers', 'soda', 'beer'})",frozenset({'milk'}),0.3,0.725,0.25,0.8333333333333334,1.149425287356322,1.0,0.0325,1.6500000000000006,0.18571428571428572,0.32258064516129037,0.39393939393939414,0.5890804597701149
"frozenset({'soda', 'bread'})",frozenset({'milk'}),0.45,0.725,0.375,0.8333333333333333,1.1494252873563218,1.0,0.048750000000000016,1.6499999999999995,0.23636363636363641,0.46875,0.3939393939393937,0.6752873563218391
"frozenset({'chips', 'bread'})","frozenset({'diapers', 'beer'})",0.4,0.6,0.275,0.6875,1.1458333333333335,1.0,0.03500000000000003,1.28,0.2121212121212123,0.37931034482758624,0.21875000000000006,0.5729166666666667
"frozenset({'diapers', 'soda', 'milk'})",frozenset({'bread'}),0.3,0.8,0.275,0.9166666666666667,1.1458333333333333,1.0,0.03500000000000003,2.4000000000000017,0.18181818181818196,0.3333333333333333,0.5833333333333336,0.6302083333333334
"frozenset({'diapers', 'chips', 'bread'})",frozenset({'beer'}),0.3,0.8,0.275,0.9166666666666667,1.1458333333333333,1.0,0.03500000000000003,2.4000000000000017,0.18181818181818196,0.3333333333333333,0.5833333333333336,0.6302083333333334
"frozenset({'milk', 'pasta'})",frozenset({'bread'}),0.3,0.8,0.275,0.9166666666666667,1.1458333333333333,1.0,0.03500000000000003,2.4000000000000017,0.18181818181818196,0.3333333333333333,0.5833333333333336,0.6302083333333334
"frozenset({'diapers', 'beer', 'pasta'})","frozenset({'milk', 'bread'})",0.25,0.7,0.2,0.8,1.142857142857143,1.0,0.025000000000000022,1.5000000000000007,0.1666666666666668,0.26666666666666666,0.3333333333333336,0.5428571428571429
"frozenset({'beer', 'pasta'})","frozenset({'milk', 'bread'})",0.25,0.7,0.2,0.8,1.142857142857143,1.0,0.025000000000000022,1.5000000000000007,0.1666666666666668,0.26666666666666666,0.3333333333333336,0.5428571428571429
"frozenset({'diapers', 'soda', 'chips', 'beer'})","frozenset({'milk', 'bread'})",0.25,0.7,0.2,0.8,1.142857142857143,1.0,0.025000000000000022,1.5000000000000007,0.1666666666666668,0.26666666666666666,0.3333333333333336,0.5428571428571429
"frozenset({'soda', 'chips', 'beer'})","frozenset({'diapers', 'milk', 'bread'})",0.35,0.5,0.2,0.5714285714285715,1.142857142857143,1.0,0.025000000000000022,1.166666666666667,0.19230769230769248,0.30769230769230776,0.14285714285714302,0.48571428571428577
"frozenset({'beer', 'chips', 'bread'})","frozenset({'diapers', 'milk'})",0.375,0.525,0.225,0.6,1.1428571428571428,1.0,0.028124999999999983,1.1874999999999998,0.19999999999999987,0.3333333333333333,0.15789473684210517,0.5142857142857142
frozenset({'cereal'}),"frozenset({'beer', 'bread'})",0.325,0.675,0.25,0.7692307692307692,1.1396011396011394,1.0,0.030624999999999986,1.4083333333333328,0.18148148148148138,0.3333333333333333,0.28994082840236657,0.5698005698005697
"frozenset({'diapers', 'milk', 'chips'})",frozenset({'bread'}),0.275,0.8,0.25,0.9090909090909091,1.1363636363636362,1.0,0.02999999999999997,2.199999999999999,0.1655172413793102,0.303030303030303,0.5454545454545452,0.6107954545454546
"frozenset({'diapers', 'beer'})",frozenset({'chips'}),0.6,0.55,0.375,0.625,1.1363636363636362,1.0,0.044999999999999984,1.2,0.2999999999999999,0.48387096774193555,0.16666666666666657,0.6534090909090908
"frozenset({'cereal', 'milk'})",frozenset({'beer'}),0.275,0.8,0.25,0.9090909090909091,1.1363636363636362,1.0,0.02999999999999997,2.199999999999999,0.1655172413793102,0.303030303030303,0.5454545454545452,0.6107954545454546
"frozenset({'cereal', 'bread'})",frozenset({'beer'}),0.275,0.8,0.25,0.9090909090909091,1.1363636363636362,1.0,0.02999999999999997,2.199999999999999,0.1655172413793102,0.303030303030303,0.5454545454545452,0.6107954545454546
"frozenset({'diapers', 'pasta'})",frozenset({'beer'}),0.275,0.8,0.25,0.9090909090909091,1.1363636363636362,1.0,0.02999999999999997,2.199999999999999,0.1655172413793102,0.303030303030303,0.5454545454545452,0.6107954545454546
frozenset({'chips'}),"frozenset({'diapers', 'beer'})",0.55,0.6,0.375,0.6818181818181818,1.1363636363636362,1.0,0.044999999999999984,1.2571428571428571,0.2666666666666666,0.48387096774193555,0.20454545454545447,0.6534090909090908
"frozenset({'soda', 'chips'})","frozenset({'diapers', 'bread'})",0.4,0.55,0.25,0.625,1.1363636363636362,1.0,0.02999999999999997,1.2,0.19999999999999982,0.3571428571428571,0.16666666666666657,0.5397727272727273
frozenset({'rice'}),frozenset({'bread'}),0.275,0.8,0.25,0.9090909090909091,1.1363636363636362,1.0,0.02999999999999997,2.199999999999999,0.1655172413793102,0.303030303030303,0.5454545454545452,0.6107954545454546
"frozenset({'diapers', 'milk', 'chips'})",frozenset({'beer'}),0.275,0.8,0.25,0.9090909090909091,1.1363636363636362,1.0,0.02999999999999997,2.199999999999999,0.1655172413793102,0.303030303030303,0.5454545454545452,0.6107954545454546
frozenset({'coffee'}),frozenset({'bread'}),0.275,0.8,0.25,0.9090909090909091,1.1363636363636362,1.0,0.02999999999999997,2.199999999999999,0.1655172413793102,0.303030303030303,0.5454545454545452,0.6107954545454546
"frozenset({'diapers', 'pasta'})",frozenset({'bread'}),0.275,0.8,0.25,0.9090909090909091,1.1363636363636362,1.0,0.02999999999999997,2.199999999999999,0.1655172413793102,0.303030303030303,0.5454545454545452,0.6107954545454546
"frozenset({'cereal', 'milk'})",frozenset({'bread'}),0.275,0.8,0.25,0.9090909090909091,1.1363636363636362,1.0,0.02999999999999997,2.199999999999999,0.1655172413793102,0.303030303030303,0.5454545454545452,0.6107954545454546
"frozenset({'coffee', 'beer'})",frozenset({'bread'}),0.275,0.8,0.25,0.9090909090909091,1.1363636363636362,1.0,0.02999999999999997,2.199999999999999,0.1655172413793102,0.303030303030303,0.5454545454545452,0.6107954545454546
"frozenset({'beer', 'bread'})",frozenset({'soda'}),0.675,0.525,0.4,0.5925925925925926,1.128747795414462,1.0,0.04562499999999997,1.1659090909090908,0.3509615384615383,0.49999999999999994,0.14230019493177376,0.6772486772486772
